    0.905259135123210513E+03    0.197915734236957991E+00    0.315772808388294646E+01    0.734254257103279517E+00    0.372357720630216854E-02    0.251488666844656983E-03    0.137740764015426566E+04    0.347247681390491558E+00    0.311902756719864538E+01    0.975352038342061967E+00    0.136789423310988353E-02    0.397051374720125416E-03    0.597712427623255493E+00    0.938213361567440396E+00    0.170397690301398563E+00   -0.127034748064344839E+03
    0.905257827595236449E+03    0.201988935690010446E+00    0.315967429846407200E+01    0.723730647746381628E+00    0.375130089595343899E-02    0.349028037933574176E-03    0.137740544805078980E+04    0.330223154253960205E+00    0.311640899376872271E+01    0.940636610802083606E+00    0.148017799674685438E-02   -0.626285895318767771E-04    0.612108024861074185E+00    0.758960057832099411E+00    0.508438385181156027E+00   -0.126929353526115506E+03
    0.905256861956584430E+03    0.201661260297231693E+00    0.315138614730007838E+01    0.746653946084529396E+00    0.367419169705481344E-02   -0.183201666456966894E-03    0.137740488493387284E+04    0.386022017315895527E+00    0.310831418722471842E+01    0.103206746831995888E+01    0.155797333848398459E-02    0.862710903967389697E-03    0.604615324647638452E+00    0.537757419104871293E+00    0.407545678078742368E+00   -0.126005033701066608E+03
    0.905256457048411221E+03    0.198172838530282447E+00    0.311928965280020298E+01    0.752890776763287528E+00    0.361089978497794103E-02    0.291084898263072045E-03    0.137740622061551221E+04    0.377143049659224128E+00    0.309691415624392130E+01    0.102993237499787660E+01    0.182211292435830244E-02    0.303699309974814202E-03    0.554630176680037223E+00    0.715778611561855849E+00    0.229751140178794319E-01   -0.125256051811257976E+03
    0.905258983854334133E+03    0.201080341144821401E+00    0.320554151499437578E+01    0.748436303866253816E+00    0.373830068998154061E-02    0.674873676149267965E-03    0.137740567735031505E+04    0.319751230565621825E+00    0.314152928754222804E+01    0.938334516896060178E+00    0.147526932603189026E-02   -0.895177808802882780E-04    0.635314653298115317E+00    0.704521758612662641E+00    0.307467054351737379E+00   -0.124344944543858901E+03
    0.905256205539094822E+03    0.206718417380156644E+00    0.314358177471524503E+01    0.757953380129326337E+00    0.374743777156288232E-02    0.206425971459700541E-03    0.137740579669187355E+04    0.351578145548078369E+00    0.310825800147060161E+01    0.991104588518448182E+00    0.129924303665605173E-02   -0.160760304824481004E-03    0.613747497246900586E+00    0.255110213355920323E+00    0.961353582858965772E+00   -0.124100351564994398E+03
    0.905257345442654810E+03    0.201887989456875916E+00    0.319402081963345541E+01    0.740521858206653505E+00    0.359096760659174258E-02    0.438696218983569697E-03    0.137740636022621788E+04    0.300122885317965604E+00    0.311724736661102719E+01    0.899025314167088530E+00    0.149353181623869055E-02   -0.743248853670719356E-04    0.616152003755219724E+00    0.759089615500845194E+00    0.437428817042538554E+00   -0.123353733195770275E+03
    0.905256969141212608E+03    0.203421070043187602E+00    0.319323316626016052E+01    0.759603420030185328E+00    0.376840925169183091E-02    0.359668113064315342E-03    0.137740749390873384E+04    0.278884404761216453E+00    0.310558369661556144E+01    0.884248569817631336E+00    0.119586223848494946E-02    0.490702590535962990E-03    0.631162104057133355E+00    0.433479015982592364E+00    0.448932044276751208E+00   -0.123265085240582437E+03
    0.905257899275542172E+03    0.206286927014851851E+00    0.318172830703063081E+01    0.754003758794996592E+00    0.378143486270178866E-02    0.312483926139528467E-03    0.137740529200109904E+04    0.501168788226447948E+00    0.310003535737440750E+01    0.116854510847376636E+01    0.146731749859613583E-02   -0.573664725779354789E-03    0.637032996987506372E+00    0.352520116000787809E+00    0.796847031720505306E+00   -0.122734697677822268E+03
    0.905258065638993457E+03    0.200062964091665241E+00    0.318347186186840680E+01    0.736811799780136223E+00    0.368166478613843676E-02    0.192433219245724541E-03    0.137740645448737041E+04    0.387858262466073578E+00    0.311892124405306781E+01    0.102353684321715521E+01    0.140304084126714745E-02    0.683880058819918979E-03    0.611269843258864576E+00    0.867489580075022970E+00    0.317365571435994143E+00   -0.122535222980440807E+03
