    0.101063323820938956E+04    0.203269116586023063E+00    0.381098493620729961E+01    0.953954075148158331E+00    0.117271245223499365E+01    0.882263982197277974E+00    0.690731152995323505E+00    0.731061858363427075E-03   -0.235737854804163663E-02   -0.141760376135659612E+03
    0.101063433670951474E+04    0.494934668759293817E+00    0.370792751429578304E+01    0.131911558192562195E+01    0.105486039071817705E+01    0.796759660627625155E+00    0.384710854862786611E+00    0.704130587079229708E-03   -0.245163219533054560E-02   -0.141570420968868490E+03
    0.101063341693416533E+04    0.467179224190403197E+00    0.337885824850867778E+01    0.129676831067587006E+01    0.689500705754765297E+00    0.741587384838421904E+00    0.302383129032038289E+00    0.662549973961926858E-03   -0.238918151744914320E-02   -0.141380260652655153E+03
    0.101063326336783541E+04    0.246160567591666213E+00    0.377418372384882828E+01    0.102355728700636428E+01    0.112117902688027904E+01    0.815751484499484092E+00    0.601695406271843147E+00    0.733200753373706993E-03   -0.245716360497301098E-02   -0.141086970116315058E+03
    0.101063393198265078E+04    0.409990548634586838E+00    0.342364267360765950E+01    0.117756396984765099E+01    0.839439500858478960E+00    0.883120312947329178E+00    0.950648096068406501E+00    0.670126874037096226E-03   -0.251892598739711024E-02   -0.140747633191273422E+03
    0.101063280515277245E+04    0.658785992212613580E+00    0.347244165471210797E+01    0.148494552347631137E+01    0.861780166902195832E+00    0.838178889211745992E+00    0.526299699333095727E+00    0.635266386246023662E-03   -0.247503757656469467E-02   -0.140352844758022428E+03
    0.101063470504596864E+04    0.421354764226486156E+00    0.356104010414288830E+01    0.122356801760228318E+01    0.935142435787627790E+00    0.690259917658581079E+00    0.861904168313347818E+00    0.692314067886123236E-03   -0.230187905269873053E-02   -0.139890933057186402E+03
    0.101063206899285728E+04    0.356958929122426605E+00    0.339725881822822462E+01    0.115588914032395929E+01    0.754676384664419997E+00    0.768115062194072662E+00    0.669967684283479636E+00    0.642528688777840168E-03   -0.241221054102187457E-02   -0.139854116590626035E+03
    0.101063379553152890E+04    0.481945848794934462E+00    0.336410893927545240E+01    0.130519879452859877E+01    0.679559832398806241E+00    0.979304409717612900E+00    0.176977315814946828E+00    0.739416240713112322E-03   -0.234828625792405862E-02   -0.139835577631075068E+03
    0.101063319162790697E+04    0.676663598526600962E+00    0.317792112084641376E+01    0.149841532830802460E+01    0.594613855453446360E+00    0.825459252953394840E+00    0.603070572953368855E+00    0.710007746442697929E-03   -0.239082370350271467E-02   -0.139814882425514043E+03
    0.101063283389800165E+04    0.217473631675989987E+00    0.351467029831636424E+01    0.997165131461408283E+00    0.823527042614317084E+00    0.927254181767990904E+00    0.321565401450106536E+00    0.693925399301992263E-03   -0.238078842276789882E-02   -0.139720782277700749E+03
    0.101063350271042486E+04    0.371133626027384422E+00    0.350939828608122006E+01    0.116619732706346468E+01    0.885881230826822907E+00    0.707445631101880745E+00    0.827733331292916596E+00    0.714400932759127333E-03   -0.251888681228202432E-02   -0.139697860270991981E+03
    0.101063333330886769E+04    0.368644613885098615E+00    0.343090783516480080E+01    0.115806217668913991E+01    0.789155908033503994E+00    0.779413100050813323E+00    0.823362594642322532E+00    0.723081549823798020E-03   -0.229446861035266861E-02   -0.139434121640848446E+03
