    0.690118841536775385E-01    0.864734774090891611E+00    0.144228545871414894E+04    0.313708940576162387E+00    0.372130756200091728E+01    0.105511546499352704E+01    0.473011339310924761E+00    0.561227468308876265E+00    0.267139744155845682E+00    0.444587767876884754E-02   -0.289305125661482379E-02   -0.852338841840363557E+02
   -0.204350925878727940E-01    0.772985962291840689E+00    0.144228603280518996E+04    0.429283314644769765E+00    0.345099174692326516E+01    0.120131297148330662E+01    0.594699473508663701E+00    0.378860247896748492E+00    0.289000733841436208E+00    0.448417390044501818E-02   -0.280092409572199955E-02   -0.836880971553989212E+02
    0.267043177829506817E-01    0.868246547405266078E+00    0.144228588662709217E+04    0.568843655200031550E+00    0.359200460770923868E+01    0.135884757955923074E+01    0.372784538075677574E+00    0.292202068926398717E+00    0.440994317506284039E+00    0.440359492949765965E-02   -0.274302695949777894E-02   -0.836290395106470896E+02
    0.977485913355484737E-01    0.791124746828168801E+00    0.144228595929302674E+04    0.214415423732523841E+00    0.343746103621812971E+01    0.914302413529197056E+00    0.545917010024821181E+00    0.340261592471942320E+00    0.831240238413901711E+00    0.446030823914819741E-02   -0.282964853387453544E-02   -0.835118242905693222E+02
   -0.191164577469470021E+00    0.776623416597128968E+00    0.144228556362992367E+04    0.485502054950685102E+00    0.341946490248709711E+01    0.127438176475545495E+01    0.498943247945701884E+00    0.222284005788787292E+00    0.336490717930904626E+00    0.454212931117242008E-02   -0.274356531992645328E-02   -0.834194297575158288E+02
    0.185645130366351552E+00    0.836204329225513687E+00    0.144228594708164246E+04    0.328673492143822132E+00    0.380018801580307208E+01    0.110785429064987784E+01    0.616447687015391210E+00    0.323118140040583243E-01    0.264735232957217403E+00    0.446464754650928095E-02   -0.265412468286503264E-02   -0.834004431937685524E+02
    0.270153244282500538E-01    0.793656563166081352E+00    0.144228690717371478E+04    0.546280751078253246E+00    0.323683280458104594E+01    0.132578529726453542E+01    0.334277033094570797E+00    0.415499906915758610E+00    0.430799574144931863E+00    0.451090439244543340E-02   -0.290147160146099481E-02   -0.833314576684267223E+02
    0.114951274385877156E-03    0.922721276698535764E+00    0.144228707025193012E+04    0.282275228559484948E+00    0.374254528215565951E+01    0.100017513866016183E+01    0.146798124476170244E+00    0.526218316789269780E+00    0.727272646085610708E+00    0.452891677269902024E-02   -0.281880112631343119E-02   -0.832918157472006158E+02
   -0.204489315506073854E+00    0.794676403522958874E+00    0.144228562338246047E+04    0.536246794841275465E+00    0.326766375215711014E+01    0.131453141473545632E+01    0.315550945709797581E+00    0.359725562758173967E+00    0.560863326347411983E+00    0.457135299874471268E-02   -0.261791326468739649E-02   -0.831013419109853402E+02
    0.519373343187875314E+00    0.781677269273337805E+00    0.144228641411870967E+04    0.254977380443162427E+00    0.354535063785063365E+01    0.978788524330130860E+00    0.924114967119953334E-01    0.693384198547313368E+00    0.129623202948264488E+00    0.455184016155230423E-02   -0.273243029525939429E-02   -0.830081221929968507E+02
