    0.126053969039916979E+04    0.979506015777587891E+00    0.674880769861700713E+01    0.181912779808044434E-01    0.725544092461021917E+00    0.185334682464599609E+00    0.218700826168060303E+00   -0.150018906593322766E-01    0.148771047592163065E-01   -0.970793195241762847E+08   -0.599146350544150419E+01    1
    0.126060448477268210E+04    0.935931026935577393E+00    0.745474176330537830E+01    0.318527519702911377E-01    0.820051134338718901E+00    0.487702369689941406E+00    0.516646325588226318E+00   -0.645414113998413023E-02    0.697082519531249875E-02   -0.915151805595802367E+08   -0.599396350544151169E+01    1
    0.126058640964031201E+04    0.986718952655792236E+00    0.494790826946603435E+01    0.521778166294097900E-01    0.489294961777467008E+00    0.541578292846679688E+00    0.693907439708709717E+00   -0.123998904228210458E-01   -0.737039804458618220E-02   -0.818900166843146086E+08   -0.599646350544151474E+01    1
    0.126052059233188629E+04    0.889194011688232422E+00    0.729668596561498717E+01    0.755825936794281006E-01    0.672417480407239143E+00    0.473048210144042969E+00    0.572241783142089844E+00    0.306816339492797796E-02   -0.110215282440185545E-01   -0.773439508543787450E+08   -0.599896350544151957E+01    1
    0.126041075549125662E+04    0.950409710407257080E+00    0.526519467640883931E+01    0.152628332376480103E+00    0.343520895958431549E+00    0.911512017250061035E+00    0.127212226390838623E+00    0.874854803085327315E-02   -0.813227653503417920E-02   -0.730648535576153994E+08   -0.600146350544151552E+01    1
    0.126072655501365648E+04    0.935568392276763916E+00    0.720930227851138206E+01    0.232749760150909424E+00    0.762877495240015246E+00    0.483122825622558594E+00    0.268696665763854980E+00    0.168148779869079605E-01   -0.122789001464843756E-01   -0.691387697710103393E+08   -0.600396350544151858E+01    1
    0.126042055499553658E+04    0.891583025455474854E+00    0.785798728037986649E+01    0.283978790044784546E+00    0.479305880425883402E+00    0.725763678550720215E+00    0.731447339057922363E+00    0.672304868698119992E-02   -0.124378228187561040E-01   -0.666259320916696414E+08   -0.600646350544151630E+01    1
    0.126053467242717738E+04    0.993360936641693115E+00    0.792188446736286256E+01    0.380356550216674805E+00    0.750645301445213242E+00    0.234040141105651855E+00    0.540104269981384277E+00   -0.993196964263916987E-03    0.756016254425048717E-02   -0.651142283869688213E+08   -0.600896350544152469E+01    1
    0.126066394793987274E+04    0.937101185321807861E+00    0.482603719867433334E+01    0.932126641273498535E-01    0.575356304993305256E+00    0.545729935169219971E+00    0.531935691833496094E+00    0.146791720390319798E-01   -0.633252143859863378E-02   -0.628613715160118118E+08   -0.601146350544151886E+01    1
    0.126055183444023123E+04    0.808378934860229492E+00    0.666445215908629862E+01    0.136259168386459351E+00    0.892430180315616384E+00    0.751858651638031006E+00    0.771751224994659424E+00    0.659604072570800851E-02    0.356863021850585896E-02   -0.620641763720826060E+08   -0.601396350544150859E+01    1
    0.126070022346973406E+04    0.906514942646026611E+00    0.620328436262663629E+01    0.184251666069030762E+00    0.958024563653365302E+00    0.112901270389556885E+00    0.243430018424987793E+00    0.775371789932250907E-02   -0.911142349243164104E-02   -0.615920375625101849E+08   -0.601646350544151520E+01    1
    0.126048083066940285E+04    0.852959930896759033E+00    0.609851765173544536E+01    0.137686014175415039E+00    0.800100866424463986E+00    0.168087065219879150E+00    0.914981424808502197E+00   -0.160450506210327165E-01    0.928199529647827024E-02   -0.612794247774170116E+08   -0.601896350544151559E+01    1
