    0.126058698504700419E+04    0.652292838949317222E+00    0.313587792539570698E+01    0.144216631464340828E+01    0.654120223176988702E+00    0.395447532753270936E+00    0.208445584589388123E-02   -0.232782552588142039E-02    0.241691312198571637E-02   -0.438035249860000988E+02
    0.126059001705603168E+04    0.706693228227725845E+00    0.338249440948378410E+01    0.149692287448326500E+01    0.923471786270069095E+00    0.266590541826980887E+00    0.788772410141330482E+00   -0.268032375490935559E-02    0.332707778557332981E-02   -0.423804129652826020E+02
    0.126058998594457239E+04    0.601709008800415890E+00    0.312407454409518914E+01    0.135694776032501618E+01    0.709021816432730989E+00    0.510304105554012621E+00    0.933658131833291272E+00   -0.272948996291366708E-02    0.330033736109675707E-02   -0.423548842596554636E+02
    0.126058849185041868E+04    0.470264032131049559E+00    0.320611101340589544E+01    0.124229042140094803E+01    0.714034004066846806E+00    0.378365605815098871E+00    0.262398183498680326E+00   -0.294301685111120898E-02    0.287890121027127577E-02   -0.418539362498199736E+02
    0.126058705285230008E+04    0.486739912969886446E+00    0.337336648215601853E+01    0.125136644777424011E+01    0.846127795344889244E+00    0.735230262078668484E+00    0.881796157603554065E-01   -0.274869954967752947E-02    0.351891135284407991E-02   -0.416946975683371761E+02
    0.126058682836008757E+04    0.500665654216402523E+00    0.324969761966882098E+01    0.129432815635528042E+01    0.740304560854314286E+00    0.625549426750167531E-01    0.880274723353782984E+00   -0.293370257638984541E-02    0.285867550970153941E-02   -0.407652737596797436E+02
    0.126058866108231064E+04    0.518531724207828004E+00    0.324561638257301732E+01    0.127550832654547075E+01    0.811814189867031244E+00    0.380869277796238692E+00    0.951379755556948536E+00   -0.268105194226268828E-02    0.253808052302847975E-02   -0.405892269771502185E+02
    0.126058451544835316E+04    0.381332667863009678E+00    0.324681771552376075E+01    0.112819991717883883E+01    0.718006060545792524E+00    0.817578238811397573E+00    0.599971223857168542E-01   -0.273302904859176396E-02    0.301849548400783679E-02   -0.403485923494848038E+02
    0.126058824009920386E+04    0.392997248668436494E+00    0.327681658844449597E+01    0.114371969010318608E+01    0.776015269370440408E+00    0.682593411060991806E+00    0.851571196151741094E-01   -0.262629399404940012E-02    0.276585222750763346E-02   -0.397570957434200025E+02
    0.126058855775279767E+04    0.529540731171038170E+00    0.330202265031301634E+01    0.132063487407848679E+01    0.786689256688865912E+00    0.141073936867867455E+00    0.152455684855917567E+00   -0.240713883605843393E-02    0.275590980893980486E-02   -0.397096363840140469E+02
    0.126058725155880848E+04    0.552835339995819464E+00    0.328752304478922053E+01    0.132221870082899251E+01    0.781219281310706837E+00    0.450906912416780881E+00    0.478821315250152535E+00   -0.238005160529548843E-02    0.259441844452463696E-02   -0.394990530287577926E+02
    0.126058711355562605E+04    0.240465883347154630E+00    0.317864822094767341E+01    0.952593754322479169E+00    0.691545229895807578E+00    0.467889762957707955E+00    0.274079799245063982E+00   -0.257614258364772392E-02    0.328008392834486240E-02   -0.393652364645807822E+02
    0.126058603956423553E+04    0.579799414423783688E+00    0.310109582031391806E+01    0.134914514506373884E+01    0.652521936293859683E+00    0.331582540195393238E+00    0.857438174145958021E+00   -0.263023145136555628E-02    0.293351875964762560E-02   -0.393521409958958230E+02
    0.126058874312038620E+04    0.452656757609488314E+00    0.320871913071506620E+01    0.119845329157694946E+01    0.727706316346335980E+00    0.529223491641380273E+00    0.708059739279406686E+00   -0.237593998050775884E-02    0.312886822473476545E-02   -0.391600486891355217E+02
    0.126058771605254969E+04    0.598992186902078450E+00    0.338141270751339240E+01    0.137412039964089994E+01    0.876671226460905562E+00    0.717632876334215686E+00    0.103862194108145414E+00   -0.246739802681915019E-02    0.271114198447960225E-02   -0.391399369278751408E+02
    0.126058635611164823E+04    0.617027736593020126E+00    0.321202336220065865E+01    0.138254895999323590E+01    0.782776548050047705E+00    0.392148736895643335E+00    0.904032024807956747E+00   -0.266232009709043912E-02    0.308169371194046485E-02   -0.391075212376048569E+02
    0.126058877697178673E+04    0.457865744713326417E+00    0.311536772507473980E+01    0.121481506100200498E+01    0.576469178505912727E+00    0.893684827896593870E+00    0.114935231669068827E-01   -0.255426897944483616E-02    0.229855943831918166E-02   -0.389867340605191757E+02
    0.126058800582388267E+04    0.369891792729712288E+00    0.315324171348001459E+01    0.109758978024278786E+01    0.685486307014960383E+00    0.637477955069904456E+00    0.604357410749434387E+00   -0.275965254111618791E-02    0.307052105758289298E-02   -0.389659858483459232E+02
    0.126058742224305456E+04    0.331041133007322297E+00    0.344273597528826381E+01    0.104754309308254911E+01    0.920899618551878962E+00    0.795517582608374574E+00    0.518918964146181216E+00   -0.266505354330033237E-02    0.248383091655465099E-02   -0.387806447075479781E+02
    0.126058943074165268E+04    0.575297145543576471E+00    0.315366007904754886E+01    0.135649332419308344E+01    0.652856705433425777E+00    0.313413935040181002E+00    0.649443104493869550E+00   -0.267049541510866115E-02    0.339201459486133602E-02   -0.387744264103582381E+02
    0.126058871973679561E+04    0.348796687540529615E+00    0.342561067454631996E+01    0.111372864689131168E+01    0.887764447166633275E+00    0.120667434851478961E+00    0.445028034591826605E+00   -0.257565274181784445E-02    0.279961362674352454E-02   -0.387125828937578689E+02
    0.126058846089490885E+04    0.357156473487058423E+00    0.339429401125009900E+01    0.109704047417043027E+01    0.867371196143873813E+00    0.767847134465804326E+00    0.951250764314676284E-01   -0.258039447847561304E-02    0.292230661540661060E-02   -0.386658788310629404E+02
    0.126058785144693820E+04    0.643294071664193501E+00    0.323900461724310729E+01    0.141105390241153961E+01    0.775785440962734940E+00    0.469660558793227711E+00    0.752912369309615248E+00   -0.259138842320334739E-02    0.242987580838078393E-02   -0.386329660951701968E+02
    0.126059018499117747E+04    0.429747429578374751E+00    0.309977043528785723E+01    0.118993715427976143E+01    0.580752691918816288E+00    0.453173881887198760E+00    0.390004395179052887E+00   -0.277951334396606131E-02    0.274047597556656419E-02   -0.385365020719859288E+02
    0.126058755142961809E+04    0.417896276884537565E+00    0.324469389623299342E+01    0.119088911488383098E+01    0.686495425054529873E+00    0.224282057012164970E+00    0.189044282045364026E+00   -0.259003341301508594E-02    0.291850268868269758E-02   -0.384787665971954027E+02
    0.126058636562496940E+04    0.734340862402040329E+00    0.315000111496047364E+01    0.149468247234857277E+01    0.725954255844048935E+00    0.924888511893755094E+00    0.408975750977556007E+00   -0.280174819371137654E-02    0.242829468425796030E-02   -0.384635092566850076E+02
    0.126058755260692328E+04    0.383023944630007440E+00    0.335430102112486450E+01    0.114272482757629268E+01    0.790863520056743430E+00    0.378591105354104396E+00    0.319168344322513342E+00   -0.272529707411458058E-02    0.296472375231673912E-02   -0.384510999030425396E+02
    0.126058517277113947E+04    0.559014132878846159E+00    0.331611766550112330E+01    0.133766452937055602E+01    0.803702541584218833E+00    0.480976921714842354E+00    0.145982261585922507E+00   -0.259808375919905535E-02    0.243033946692376712E-02   -0.383376550151347431E+02
    0.126058626313163563E+04    0.501651590572837369E+00    0.308053791034940971E+01    0.126366425347619837E+01    0.552415042481552043E+00    0.579351274866017230E+00    0.364018985992105915E+00   -0.244016647739590808E-02    0.303663958621135099E-02   -0.383360534033673233E+02
    0.126058843564689118E+04    0.255636655321740902E+00    0.312902677732705259E+01    0.963506727490613279E+00    0.650415892390468375E+00    0.383469232631173440E+00    0.707017486215930524E+00   -0.263913349416557835E-02    0.318403006685222603E-02   -0.382401904094138843E+02
    0.126058887400190633E+04    0.394105300558125204E+00    0.325711842859575418E+01    0.116630466859846837E+01    0.717851088519682601E+00    0.247394421651503632E+00    0.221293875442579280E+00   -0.283662932947666493E-02    0.315482093969037675E-02   -0.381924644678758582E+02
